ID,ISBN,Автор,В наличии,"Вес, г",Вид бумаги,Возраст,Возрастные ограничения,Герои,Год издания,Жанр,Издательство,Изображение,Иллюстратор,Иллюстрации,Категория,Количество страниц,Материал,Название,Назначение,Направление,Обложка,Описание,Оценка,Пол,Превью,Раздел,"Размер, см",Рисунок,Серия,Страна-производитель,Тематика,Тип,Упаковка,Формат,Цена,Цена (старая),Число отзывов,Число оценок,Эпоха,Язык
473621,978-5-389-14427-9,Антон Павлович Чехов,False,,,,,,2018,,Азбука,https://www.respublica.ru/uploads/00/00/00/69/lu/large_a9f6b3e527de7366.jpg,,,Книги; Художественная литература; Классическая литература,320,,Палата № 6,,,Мягкая,"«Вообще много в Москве психопатов, так много, что здоровых людей приходится теперь искать с огнем или с городовыми...» — остроумно заметил Чехов. Нервность в его произведениях превращается в художественную философию, становится узнаваемой чертой его героев. Современников поражало, насколько убедительно Чехов показывает различные душевные состояния — волнение, страх, припадок, душевную болезнь. Образование, полученное на медицинском факультете Московского университета, и врачебная практика помогли Чехову-писателю вплотную подойти к осмыслению человеческой природы, выработать собственный метод раскрытия тайных движений души, сочетающий медицинскую точность наблюдений и подлинную художественность. В издание вошли такие известные произведения Чехова, как «Припадок», «Палата № 6», «Черный монах» и другие.",,,https://www.respublica.ru/items/349311/download_preview_pdf,Отечественные,,,Азбука-Классика,Россия,,,,11 х 17,240,,,,,Русский
473702,978-5-389-12657-2,Владимир Владимирович Набоков,False,,,,,,2017,,Азбука,https://www.respublica.ru/uploads/01/00/00/6d/4l/large_944733909876df2f.jpg,,,Книги; Художественная литература; Классическая литература,288,,Под знаком незаконнорожденных,,,Суперобложка,,,,,Отечественные,,,Азбука Premium,Россия,,,,13 x 20,285,,,,,Русский
473703,978-5-389-12759-3,Владимир Владимирович Набоков,False,,,,,,2017,,Азбука,https://www.respublica.ru/uploads/00/00/00/6d/4m/large_9ab23752ee5b0ce9.jpg,,,Книги; Художественная литература; Классическая литература,256,,Соглядатай. Отчаяние,,,Суперобложка,,,,,Отечественные,,,Азбука Premium,Россия,,,,13 x 20,285,,,,,Русский
473713,978-5-389-14380-7,Федор Михайлович Достоевский,False,,,,,,2018,,Азбука,https://www.respublica.ru/uploads/00/00/00/67/ju/large_c03922eb9e1f3f48.jpg,,,Книги; Художественная литература; Классическая литература,1120,,Преступление и наказание. Идиот,,,Твердая,"Романы «Преступление и наказание», «Идиот», наряду с «Бесами» «Подростком» и «Братьями Карамазовыми», входят в так называемое «пятикнижие» Ф. М. Достоевского: их роль в мировой литературе сравнивают по значимости с первыми пятью книгами Библии — Пятикнижием Моисея. Глубоко социальные и в тоже время трактующие о фундаментальных вопросах бытия, эти романы во многом изменили наши представления о возможностях литературы и природе человека. Первым из этих великих произведений Достоевского стал роман «Преступление и наказание» (1866). Он был задуман как «психологический отчет одного преступления», однако писатель далеко отступил от первоначальных планов, заставив читателя размышлять о грехе и искуплении, о границах дозволенного, о духовной смерти и воскресении. Основную идею романа «Идиот» (1868) Достоевский сформулировал так: «…Изобразить положительно прекрасного человека. Труднее этого нет ничего на свете, а особенно теперь». «Князь-Христос» выходит на проповедь, и в его слова Достоевский вкладывает свои заветные мысли о русской душе и вере.",,,https://www.respublica.ru/items/349411/download_preview_pdf,Отечественные,,,Русская литература. Большие книги,Россия,,,,15 х 21,520,,,,,Русский
473799,978-5-17-107759-4,Борис Акунин,True,147,,,0+,,2018,,АСТ,https://www.respublica.ru/uploads/01/00/00/69/lh/large_35874a645ecc55b8.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,288,,Там...,,,Мягкая,,,,https://www.respublica.ru/items/349502/download_preview_pdf,Отечественные,,,Приключения магистра,Россия,,,,12 х 16,290,,,,,Русский
473801,978-5-17-982608-8,Николай Васильевич Гоголь,False,,,,,,2018,,АСТ,https://www.respublica.ru/uploads/00/00/00/67/jc/large_86fce07bda93d070.jpg,,,Книги; Художественная литература; Классическая литература,416,,Мертвые души с иллюстрациями Марка Шагала,,,Твердая,"Высокохудожественное издание поэмы Николая Гоголя ""Мертвые души"" с иллюстрациями великого живописца Марка Шагала.",,,https://www.respublica.ru/items/349507/download_preview_pdf,Отечественные,,,Коллекционная книга,Россия,,,,17 x 24,630,,,,,Русский
473804,978-5-17-107455-5,Макс Фрай,False,410,,,12+,,2018,,АСТ,https://www.respublica.ru/uploads/01/00/00/67/jb/large_c484f00d1610dbfa.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,448,,Вся эта кухня,,,Твердая,,,,https://www.respublica.ru/items/349512/download_preview_pdf,Зарубежные,,,Миры Макса Фрая,Россия,,,,13 x 20,340,,,,,Русский
473806,978-5-17-107974-1,Нил Гейман,True,306,,,16+,,2018,,АСТ,https://www.respublica.ru/uploads/00/00/00/69/le/large_37e8f2a005cb6e5e.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,640,,Культ Ктулху,,,Мягкая,,,,https://www.respublica.ru/items/349510/download_preview_pdf,Зарубежные,,,Эксклюзив Миллениум,Россия,,,,11 х 18,340,,,,,Русский
473807,978-5-17-107676-4,Стивен Кинг,False,424,,,12+,,2018,,АСТ,https://www.respublica.ru/uploads/01/00/00/69/ld/large_701d61faa69e5dec.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,896,,Ночные кошмары и фантастические видения,,,Мягкая,,,,https://www.respublica.ru/items/349511/download_preview_pdf,Зарубежные,,,Король на все времена,Россия,,,,11 х 18,270,,,,,Русский
473817,978-5-17-082152-5,Фрэнсис Скотт Фицджеральд,True,348,,,16+,,2018,,АСТ,https://www.respublica.ru/uploads/01/00/00/67/ir/large_22a1037c81c2cd73.jpg,,,Книги; Художественная литература; Классическая литература,480,,Прекрасные и обреченные,,,Твердая,"Поколение обреченных.Вырождающиеся отпрыски старинных американских семей.У них есть либо деньги, либо надежды их получить, - но нет ни малейшего представления, что делать со своим богатством. У них есть и талант, и интеллект, - но не хватает упорства и трудолюбия, чтобы пробиться в искусстве. Они мечтают любить и быть любимыми - но вялость чувств превращает отношения в ненужные, равнодушные романы чужих, по сути, друг другу людей.У них нет ни цели, ни смысла жизни. Ирония, все разъедающая ирония - как самоцель - остается их единственным утешением.",,,https://www.respublica.ru/items/349505/download_preview_pdf,Зарубежные,,,Зарубежная классика,Россия,,,,13 x 20,350,,,,,Русский
473843,978-5-04-091840-9,Дина Ильинична Рубина,False,563,,,18+,,2018,,Эксмо,https://www.respublica.ru/uploads/00/00/00/67/hq/large_d62a8172d860d47a.jpg,,,Книги; Художественная литература; Современная проза,544,,Белая голубка Кордовы,,,Твердая,"Воистину, ни один человек на земле не способен сказать – кто он.Гений подделки, влюбленный в живопись. Фальсификатор с душою истинного художника. Благородный авантюрист, эдакий Робин Гуд от искусства, блистательный интеллектуал и обаятельный мошенник – новый в литературе и неотразимый образ главного героя романа ""Белая голубка Кордовы"".Трагическая и авантюрная судьба Захара Кордовина выстраивает сюжет его жизни в стиле захватывающего триллера. События следуют одно за другим, буквально не давая вздохнуть ни герою, ни читателям. Винница и Питер, Иерусалим и Рим, Толедо, Кордова и Ватикан изображены автором с завораживающей точностью деталей и поистине звенящей красотой.Cедьмой роман Дины Рубиной открыл особый этап в ее творчестве.",,,https://www.respublica.ru/items/349548/download_preview_pdf,Отечественные,,,Большая проза Дины Рубиной,Россия,,,,13 x 20,580,,,,,Русский
474035,978-5-04-093541-3,Рэй Брэдбери,True,,,,,,2018,,Эксмо,https://www.respublica.ru/uploads/00/00/00/6d/we/large_6e9c671106fb7a49.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,320,,Золотые яблоки Солнца,,,Мягкая,,,,https://www.respublica.ru/items/349721/download_preview_pdf,Зарубежные,,,Pocket book,Россия,,,,11 х 18,250,,,,,Русский
474100,978-5-9287-2398-9,Носов Николай Николаевич,False,,,0+,,,2016,Сказки,Лабиринт,https://www.respublica.ru/uploads/00/00/00/6e/w8/large_d230083debd4a56e.jpg,Ольга Зобнина,,Детям; Детские книги; Художественная литература,200,,Приключения Незнайки и его друзей,,,Твердая,,,,,Отечественные,,,Детская художественная литература,,,,,20 х 26,1 080,,,,,Русский
474101,978-5-9287-2486-3,Пушкин Александр Сергеевич,False,,,7+,,,2018,,Лабиринт,https://www.respublica.ru/uploads/01/00/00/6g/x1/large_1a9bf5167ad746ce.jpg,,,Детям; Детские книги; Художественная литература,120,,Сказки,,,Твердая,"Всеми с детства любимые и вечные сказки Александра Сергеевича Пушкина конечно же порадуют малышей и взрослых. Их можно читать и перечитывать постоянно и при этом всегда находить в них что-то новое. Яркие образы героев, созданные А. С. Пушкиным, прекрасно изобразили художники Ирина Якимова и Игорь Зуев. Благодаря этим художникам хочется не только читать сказки, но еще и долго рассматривать иллюстрации к ним. Для детей 7-10 лет.",,,,Отечественные,,,Открой книгу,,,,,20 х 26,550,,,,,Русский
474299,978-5-389-11158-5,Нил Гейман,False,,,,,,2018,Комиксы,Азбука,https://www.respublica.ru/uploads/00/00/00/6a/iw/large_2977e40fdde836db.jpg,,,Книги; Художественная литература; Комиксы и манга,192,,Песочный человек. Книга 8. У Конца Миров,,,Твердая,,,,,Зарубежные,,,Графические романы Нила Геймана,Россия,,,,17 х 26,830,860,,,,Русский
474310,978-5-04-093142-2,Харуки Мураками,False,615,,,16+,,2018,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6e/b9/large_ab07f2fd598a5945.jpg,,,Книги; Художественная литература; Современная проза,640,,Кафка на пляже,,,Твердая,"""Я заметил, что на груди белой майки налипло что-то черное, по форме — вроде большой бабочки с раскрытыми крыльями… В мерцающем свете люминесцентной лампы стало понятно: это темно-красное кровавое пятно. Кровь свежая, еще не засохла. Довольно много. Я наклонил голову и понюхал пятно. Никакого запаха. Брызги крови — совсем немного — оказались и на темно-синей рубашке, где она была не так заметна. А на белой майке — такая яркая, свежая…""Кошмарное странствие по лабиринтам души — в романе Харуки Мураками ""Кафка на пляже"".",,,https://www.respublica.ru/items/350010/download_preview_pdf,Зарубежные,,,Мураками-мания. Новое оформление,Россия,,,,13 х 21,470,650,,,,Русский
474323,978-5-17-107505-7,Нил Гейман,False,210,,,12+,,2018,,АСТ,https://www.respublica.ru/uploads/00/00/00/6a/do/large_69654102aa9080e1.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,320,,Океан в конце дороги,,Фэнтези,Мягкая,,,,https://www.respublica.ru/items/350026/download_preview_pdf,Зарубежные,,,Эксклюзив Миллениум,Россия,,,,11 х 18,180,290,,,,Русский
474328,978-5-17-108240-6,Стивен Кинг,False,,,,,,2018,,АСТ,https://www.respublica.ru/uploads/01/00/00/6a/dj/large_2b733aa6b7244270.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,640,,Оно. Тень прошлого,,Мистика,Мягкая,,5.0,,https://www.respublica.ru/items/350031/download_preview_pdf,Зарубежные,,,Король на все времена,Россия,,,,11 х 18,340,,1,1,,Русский
474335,978-5-17-107504-0,Нил Гейман,True,210,,,12+,,2018,,АСТ,https://www.respublica.ru/uploads/00/00/00/6a/de/large_af8db37146ebd57c.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,320,,Океан в конце дороги,,Фэнтези,Мягкая,,,,https://www.respublica.ru/items/350038/download_preview_pdf,Зарубежные,,,Мастера магического реализма,Россия,,,,11 х 18,190,,,,,Русский
474816,978-5-04-093303-7,Рэй Брэдбери,False,342,,,16+,,2018,,Эксмо,https://www.respublica.ru/uploads/00/00/00/6a/u0/large_f42f2720f4c25bfe.jpg,,,Книги; Художественная литература; Классическая литература,352,,В мгновенье ока,,,Твердая,"Великий мастер зачаровал миллионы читателей во всем мире и каждой своей книгой доказал, что Музе неважен возраст того, кому она поклялась в верности.Сборник рассказов ""В мгновенье ока"" с блеском демонстрирует весь творческий диапазон кудесника Брэдбери: от теплой человечности, сентиментальности в лучшем смысле этого слова до густо замешенной на черном юморе трагикомедии.",,,https://www.respublica.ru/items/350521/download_preview_pdf,Зарубежные,,,Культовая классика,Россия,,,,13 x 20,160,,,,,Русский
474818,978-5-04-093021-0,Терри Пратчетт,False,,,,,,2018,,Эксмо,https://www.respublica.ru/uploads/00/00/00/6a/ty/large_c91e8743e73298a9.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,320,,Цвет волшебства,,Фэнтези,Мягкая,,,,https://www.respublica.ru/items/350535/download_preview_pdf,Зарубежные,,,Европокет. Терри Пратчетт,Россия,,,,13 x 20,176,330,,,,Русский
474827,978-5-04-093436-2,Харуки Мураками,False,,,,,,2018,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6e/b5/large_8b9ed2347170ab27.jpg,,,Книги; Художественная литература; Современная проза,224,,Медленной шлюпкой в Китай,,,Мягкая,"""Медленной шлюпкой в Китай"" — первая книга короткой прозы японского классика современной мировой литературы Харуки Мураками. ""В ней представлена большая часть того, что можно назвать моим миром"", — говорил об этой книге сам автор. Безумный стилистический фейерверк, пронзительная нежность, трагизм и юмор мировосприятия, романтический сюрреализм будущего автора ""Хроник Заводной Птицы"" и ""Послемрака"".",,,https://www.respublica.ru/items/350513/download_preview_pdf,Зарубежные,,,Мураками-мания,Россия,,,,11 х 18,170,260,,,,Русский
474870,978-5-91759-598-6,Льюис Кэрролл,False,,,3+,,,2018,Сказки,Самокат,https://www.respublica.ru/uploads/01/00/00/6a/rv/large_bee769e804a2838d.jpg,Флоор Ридер,,Детям; Детские книги; Художественная литература,384,,Алиса в стране чудес. Алиса за зеркалом,,,Твердая,"В странном мире литературы абсурда нет ничего невозможного: две сказки о приключениях девочки Алисы написаны в XIX веке английским писателем, математиком и мастером абсурда Льюисом Кэрроллом, переведены на русский язык в XXI веке писателем, поэтом и мастером абсурда Евгением Клюевым и остроумно проиллюстрированы лауреатом престижных международных дизайнерских премий голландской художницей Флоор Ридер.Внимание! Чтение произведений Кэрролла необратимо воздействует на когнитивные способности детей и взрослых, делая ум гибким и способным к восприятию новых идей.",,,,Зарубежные,,,,,,,,22 х 17,1 420,990,,,,Русский
475002,978-5-386-10698-0,Бернар Вербер,False,,,,,,2018,,Рипол Классик,https://www.respublica.ru/uploads/00/00/00/6a/so/large_52983404edc11222.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,448,,Империя ангелов,,Мистика,Мягкая,,,,,Зарубежные,,,Бестселлер New York Times,Россия,,,,11 х 18,240,,,,,Русский
475025,978-5-386-09647-2,Бернар Вербер,False,,,,,,2016,,Рипол Классик,https://www.respublica.ru/uploads/01/00/00/6a/qp/large_3306387bc7ecd6aa.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,560,,Голос земли,,Мистика,Мягкая,,,,,Зарубежные,,,Бернар Вербер в твоём кармане,Россия,,,,13 x 20,280,,,,,Русский
475038,978-5-386-10639-3,Бернар Вербер,True,,,,,,2018,,Рипол Классик,https://www.respublica.ru/uploads/00/00/00/6a/qa/large_1e506c58d6d3841d.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,480,,Шестой сон,,Мистика,Мягкая,,,,,Зарубежные,,,Бернар Вербер в твоём кармане,Россия,,,,11 х 18,470,,,,,Русский
475043,978-5-386-10688-1,Бернар Вербер,False,,,,,,2018,,Рипол Классик,https://www.respublica.ru/uploads/01/00/00/6a/tf/large_351dc52021b35a22.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,413,,Империя ангелов,,Мистика,Твердая,,,,,Зарубежные,,,Бернар Вербер,Россия,,,,13 x 20,520,630,,,,Русский
475229,978-5-9524-5245-9,Фрэнсис Скотт Фицджеральд,False,,,,,,2018,,Центрполиграф,https://www.respublica.ru/uploads/00/00/00/6b/8w/large_5f5b6e1a354b8261.jpg,,,Книги; Художественная литература; Классическая литература,224,,"Лови момент, завтра умрем",,,Твердая,"Фрэнсис Скотт Фицджеральд - знаменитый американский писатель, написавший множество романов и рассказов, крупнейший представитель ""потерянного поколения"" в литературе. Его книги пользуются колоссальным успехом во всем мире. Фицджеральд умел находить тончайшие нюансы человеческих взаимоотношений, а его уникальный стиль полон красок, полутонов и едва уловимых оттенков воздушной легкости…",,,,Зарубежные,,,Magisterium,,,,,13 х 18,280,290,,,,Русский
475231,978-5-17-108159-1,Уильям Шекспир,False,234,,,12+,,2018,,АСТ,https://www.respublica.ru/uploads/01/00/00/6b/8h/large_8f3083e289acfe70.jpg,,,Книги; Художественная литература; Классическая литература,384,,Гамлет. Макбет,,,Мягкая,"""Гамлет"" и ""Макбет"" – две величайшие трагедии Шекспира. Трагедии, которые веками не сходят со сцены, а с появлением кинематографа – и с экранов. Трагедии, которые всегда вписываются в самые экстравагантные фантазии режиссеров с совершенной естественностью. Да и может ли быть по-другому, если вневременнымиявляются сами характеры их героев, чьи имена по праву стали нарицательными во всем мире, – трусливого честолюбца Макбета с его яростной вдохновительницей- женой и юного Гамлета, которого терзают глубинные проблемы бытия: смысл жизни, верность и предательство, любовь и ненависть.",,,https://www.respublica.ru/items/350920/download_preview_pdf,Зарубежные,,,Эксклюзивная классика,Россия,,,,11 х 18,240,,,,,Русский
475233,978-5-17-107841-6,Стивен Кинг,False,,,,,,2018,,АСТ,https://www.respublica.ru/uploads/01/00/00/6b/8f/large_890096e75ee962c5.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,288,,Стрелок,,Мистика,Мягкая,,,,https://www.respublica.ru/items/350922/download_preview_pdf,Зарубежные,,,Эксклюзивная классика,Россия,,,,11 х 18,280,,,,,Русский
475393,978-5-04-093239-9,Пушкин Александр Сергеевич,True,227,,,16+,,2018,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6c/bx/large_f239527f5269a051.jpg,,,Книги; Художественная литература; Поэзия,448,,Стихотворения,,,Мягкая,"Александр Пушкин (1799—1837) — великий русский поэт, создатель новой литературы, достигший необычайной легкости языка, изысканности и точности выражения мысли. Трепетная влюбленность, мягкая нежность, пылкая страсть, романтическая верность в дружбе, страдание и отчаяние — все было испытано, пережито поэтом и, очистившись от суетных подробностей, чистым кристаллом легло в основание его поэзии. Каждый возраст находит своего Пушкина. Но что удивительно — возвращается к нему вновь и вновь…",,,https://www.respublica.ru/items/351097/download_preview_pdf,Зарубежные,,,Pocket book,Россия,,,,11 х 18,120,,,,,Русский
475402,978-5-04-093145-3,Рэй Брэдбери,True,183,,,16+,,2018,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6c/bv/large_c857664722e0c952.jpg,,,Книги; Художественная литература; Современная проза,288,,Из праха восставшие,,,Мягкая,"""Из праха восставшие"" — роман, истоки которого — в рассказах ""Апрельское колдовство"", ""Дядюшка Эйнар"" и ""Странница"", на которых выросло не одно поколение советских, а потом и российских читателей. Эта книга писалась полвека, отражая все важнейшие события XX столетия, но отражая так, как это мог сделать один только Брэдбери — через детство.В семейной хронике Эллиотов, героев ""Из праха восставших"", переплетаются истории графа Дракулы и египетской мумии, мыши, прошедшей полмира, и призрака ""Восточного экспресса"", четырех развоплощенных кузенов и Фивейского голоса.",,,https://www.respublica.ru/items/351106/download_preview_pdf,Зарубежные,,,Правильные книги,Россия,,,,11 х 18,280,,,,,Русский
475410,978-5-00100-887-3,Тору Кумон,False,,,5+,,,2018,Для самых маленьких,Манн Иванов и Фербер,https://www.respublica.ru/uploads/01/00/00/6d/9x/large_b5db3a4919402e2d.jpg,,,Детям; Детские книги; Познавательная литература,84,,Лабиринты. Животные. KUMON,,,Мягкая,"Рабочая тетрадь для детей 5-7 лет учит анализировать ситуацию и находить выход из лабиринта, а также проводить аккуратные линии. Способствует развитию мелкой моторики, логики, пространственного мышленияч, подготовке руки к письму.",,,https://www.respublica.ru/items/351114/download_preview_pdf,,,,Рабочая тетрадь KUMON,,,,,22 х 29,390,,,,,Русский
475411,978-5-00117-425-7,Тору Кумон,True,,,4+,,,2017,Для самых маленьких,Манн Иванов и Фербер,https://www.respublica.ru/uploads/01/00/00/6c/t7/large_e6ddaea466c9f120.jpg,,,Детям; Детские книги; Познавательная литература,84,,Волшебные лабиринты KUMON,,,Мягкая,"«Волшебные лабиринты» — это рабочая тетрадь для развития мелкой моторики и подготовки руки к письму. В ней подобраны сложные лабиринты с узкими ходами для детей, которые уже уверенно проводят линии. В этой тетради ребёнок будет совершенствовать элементарные навыки письма.Лабиринты учат ребёнка концентрировать своё внимание, осмысливать то, что он видит, и затем действовать в соответствии с тем, что понял. Для того чтобы найти выход из лабиринта, ребёнку придётся опробовать разные пути. В результате он учится рассуждать, анализировать и творчески мыслить. Все эти навыки необходимы для его будущего обучения.Тетрадь предназначена для занятий с детьми от 4 до 6 лет.",,,,,,,Рабочая тетрадь KUMON,,,,,22 x 29,420,,,,,Русский
475502,978-5-389-14585-6,Владимир Владимирович Набоков,False,,,,,,2018,,Азбука,https://www.respublica.ru/uploads/00/00/00/6c/bm/large_9fb907944170edd6.jpg,,,Книги; Художественная литература; Поэзия,352,,Стихи,,,Твердая,"В настоящем издании представлено наиболее полное собрание стихов Владимира Набокова. Отбор был сделан самим автором, однако увидеть книгу в печати он не успел. Сборник вышел в 1979 году в американском издательстве «Ардис» с лаконичным авторским названием – «Стихи». В предисловии Веры Набоковой, также включенном в наше издание, была определена главная тема набоковского творчества: «Я говорю о потусторонности, как он сам ее называл…», о той тайне, «которую он носит в душе и выдать которую не должен и не может». И хотя цель искусства, как считал Набоков, лежит «в местах возвышенных и необитаемых, а отнюдь не в густонаселенной области душевных излияний», в стихах автор не прячет чувств за карнавальными масками своих героев. «Читайте же стихи Набокова, – писал Андрей Битов, – если вам непременно надо знать, кто был этот человек. ""Он исповедался в стихах своих довольно…"" Вы увидите Набокова и плачущим, и молящимся».",,,https://www.respublica.ru/items/351223/download_preview_pdf,Отечественные,,,Азбука-поэзия,Россия,,,,12 х 17,250,290,,,,Русский
475509,978-5-389-14526-9,Владимир Владимирович Набоков,False,,,,,,2018,,Азбука,https://www.respublica.ru/uploads/01/00/00/6b/tn/large_7f686e2bd4cb5ee7.jpg,,,Книги; Художественная литература; Классическая литература,352,,Бледный огонь,,,Твердая,"Одно из самых парадоксальных, технически виртуозных и сложных для понимания произведений Владимира Набокова, роман ""Бледный огонь"" был написан в 1960–1961 годах и сразу после публикации весной 1962 года вызвал множество разноречивых откликов – от упреков в абсолютной нечитабельности до признания высочайшим достижением литературы ХХ века. В содержании книги получили развитие мотивы, реалии и сюжетные ходы неоконченного русскоязычного романа Набокова ""Solus Rex"", тогда как ее структура (999-строчная автобиографическая поэма университетского преподавателя Джона Шейда, снабженная редакторским предисловием, пространным комментарием и именным указателем) живо напоминает о рождавшемся в те же годы масштабном труде писателя – комментированном переводе пушкинского ""Евгения Онегина"". На протяжении всего романа Набоков предельно затемняет проблему авторства тех или иных частей текста и реальности существования основных персонажей, ведет изощренную, многоуровневую игру литературными, историческими, мифологическими аллюзиями и многоязычными каламбурами. В настоящем издании книга публикуется в переводе, осуществленном в 1983 г. вдовой писателя Верой Набоковой.",,,,Отечественные,,,Азбука Premium. Русская проза,Россия,,,,13 х 21,330,350,,,,Русский
475812,978-5-17-107758-7,Нил Гейман,False,240,,,18+,,2018,,АСТ,https://www.respublica.ru/uploads/00/00/00/6c/b8/large_c3004c3bdf20d0d9.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,120,,Одд и Ледяные великаны,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/351534/download_preview_pdf,Зарубежные,,,Гейман с иллюстрациями Криса Ридделла,Россия,,,,14 х 22,310,,,,,Русский
476718,978-5-386-10982-0,Лев Николаевич Толстой,False,,,3+,,,2018,Повести и рассказы,Рипол Классик,https://www.respublica.ru/uploads/00/00/00/6d/5i/large_b4b4ddcb78cf30a8.jpg,Алексей Пахомов,,Детям; Детские книги; Художественная литература,48,,"Косточка: рассказы из ""Азбуки""",,,Твердая,"Л.Н.Толстой писал не только для взрослых, но и для детей - учеников его школы в Ясной Поляне. По его ""Азбуке"" и книгам для чтения училось читать и писать не одно поколение. Его басни, рассказы и были, простые и безыскусные по языку, поднимаются до уровня притчи, наглядно показывая ребёнку, как отличить добро от зла, а правду от лжи.",,,,Отечественные,,,Иллюстрированная библиотека школьника,,,,,17 x 24,290,,,,,Русский
476878,978-5-00117-375-5,Тору Кумон,False,,,6+,,,2018,Для самых маленьких,Манн Иванов и Фербер,https://www.respublica.ru/uploads/00/00/00/6d/2m/large_b099858c6397defa.jpg,,,Детям; Детские книги; Познавательная литература,52,,Kumon. Наука,,,Мягкая,"Тетрадь «Kumon. Наука» познакомит вашего ребёнка с основами таких естественных наук, как биология, география, физика и астрономия. Интересные и разноплановые задания помогут расширить кругозор и привить интерес к учёбе, а работа с карандашом и наклейками будет способствовать развитию мелкой моторики рук.Фишки книги:— 47 заданий из разных научных сфер;— Основы четырех естественных наук: биология, география, астрономия, физика;— Шесть типов заданий: приклей наклейку, пройди лабиринт, раскрась, нарисуй, соедини линиями, найди нужную картинку.— Каждое задание — это не только какие-то интересные факты, но и тренировка мелкой моторики рук;— В книге есть страницы с наклейками, которые легко отделяются по перфорации;— «Окошечки», в которые необходимо вклеить наклейки, специально сделаны чуть меньше стикеров, чтобы даже при неаккуратном приклеивании не оставалось белых полей.Как построены задания в тетради?— Все упражнения в тетради выстроены по принципу «от простого к сложному»;— Каждое упражнение развивает целый спектр навыков;— Напротив каждого упражнения есть шкала оценок: родителям предлагается засечь время, за которое малыш выполнил задание, и оценить его работу. Оценки всегда положительные, а значит, станут отличной мотивацией для ребенка;— Все задания в тетради яркие и игровые, они расширяют кругозор и обогащают словарный запас.Что нужно делать взрослому?— Если ваш ребенок еще не научился работать простым карандашом, то для начала можно использовать восковой карандаш или фломастер.— Иногда малышам сложно самостоятельно отклеивать наклейки, вы можете помочь в этом, если ребёнок не справился сам.— Если у ребенка возникают затруднения, не торопите его. Если он не справится самостоятельно, предложите свою помощь.— Обязательно хвалите ребенка после выполнения каждого упражнения.",,,,,,,МИФ. KUMON,,,,,"28 х 21,5",650,,,,,Русский
476913,978-5-04-094999-1,Антон Павлович Чехов,False,,,,,,2018,,Эксмо,https://www.respublica.ru/uploads/00/00/00/6d/2i/large_932ccbf1a489dc75.jpg,,,Книги; Художественная литература; Классическая литература,320,,Вишневый сад,,,Мягкая,"Чехов – признанный мастер ""короткой прозы"", каждый рассказ которого – вся человеческая жизнь в ее трагикомической полноте, а всякая деталь, по слову Л.Н. Толстого, ""либо нужна, либо прекрасна"". Пьесы писателя были новаторскими во время своего появления, ""это живопись на стекле, сквозь которую сквозят бесконечно далёкие перспективы"", как писал Леонид Андреев. В книгу включены пьесы ""Чайка"", ""Дядя Ваня"", ""Три сестры"", ""Вишневый сад"", сделавшие имя писателя бессмертным в истории мировой драматургии.",,,https://www.respublica.ru/items/352621/download_preview_pdf,Отечественные,,,100 главных книг,Россия,,,,11 х 18,150,180,,,,Русский
476914,978-5-04-095063-8,Николай Васильевич Гоголь,False,174,,,16+,,2018,,Эксмо,https://www.respublica.ru/uploads/00/00/00/6d/34/large_bb0c2042793ee53f.jpg,,,Книги; Художественная литература; Классическая литература,352,,Мертвые души,,,Мягкая,"""Вся Русь явится в нем"", — говорил Гоголь о своем будущем романе ""Мертвые души"", позднее названном им поэмой. ""Подаренный"" Пушкиным сюжет давал основу для авантюрно-плутовского романа, но традиционный жанр не смог вместить в себя все богатство гоголевского замысла. Определение прозаического произведения как поэмы не случайно — столь поэтичен созданный писателем образ Руси, птицы-тройки. ""Русь, куда ж несешься ты? Дай ответ. Не дает ответа...""",,,https://www.respublica.ru/items/352599/download_preview_pdf,Отечественные,,,100 главных книг,Россия,,,,11 х 18,140,160,,,,Русский
